residual_growth_fraction_alpha	time_after_dual_limit_h	residual_growth_rate_h-1	PHB_capacity_g_gDW_h	relative_residual_biomass	relative_PHB_mass	PHB_wt_pct
0.0	3.3000000000000003	0.0	0.3013150000000184	1.0	0.9943395000000607	49.85808584747133
0.0	3.4000000000000004	0.0	0.3013150000000184	1.0	1.0244710000000625	50.60438010719991
0.0	3.5	0.0	0.3013150000000184	1.0	1.0546025000000643	51.32878500829388
0.0	3.6	0.0	0.3013150000000184	1.0	1.0847340000000663	52.03224967789808
0.0	3.7	0.0	0.3013150000000184	1.0	1.114865500000068	52.71566915248427
0.0	3.8000000000000003	0.0	0.3013150000000184	1.0	1.14499700000007	53.3798881770013
0.0	3.9000000000000004	0.0	0.3013150000000184	1.0	1.1751285000000717	54.02570468825328
0.0	4.0	0.0	0.3013150000000184	1.0	1.2052600000000735	54.653873012707486
0.0	4.1000000000000005	0.0	0.3013150000000184	1.0	1.2353915000000755	55.265106805677384
0.0	4.2	0.0	0.3013150000000184	1.0	1.2655230000000772	55.86008175595808
0.0	4.3	0.0	0.3013150000000184	1.0	1.295654500000079	56.439438077464814
0.0	4.4	0.0	0.3013150000000184	1.0	1.325786000000081	57.00378280719013
0.0	4.5	0.0	0.3013150000000184	1.0	1.3559175000000827	57.5536919268198
0.0	4.6000000000000005	0.0	0.3013150000000184	1.0	1.3860490000000847	58.08971232359584
0.0	4.7	0.0	0.3013150000000184	1.0	1.4161805000000864	58.61236360445901
0.0	4.800000000000001	0.0	0.3013150000000184	1.0	1.4463120000000884	59.12213977612161
0.0	4.9	0.0	0.3013150000000184	1.0	1.4764435000000902	59.619510802488996
0.0	5.0	0.0	0.3013150000000184	1.0	1.506575000000092	60.104924049750615
0.0	5.1000000000000005	0.0	0.3013150000000184	1.0	1.536706500000094	60.57880562848075
0.0	5.2	0.0	0.3013150000000184	1.0	1.5668380000000957	61.04156164121138
0.0	5.300000000000001	0.0	0.3013150000000184	1.0	1.5969695000000976	61.49357934315507
0.0	5.4	0.0	0.3013150000000184	1.0	1.6271010000000994	61.935228223050345
0.0	5.5	0.0	0.3013150000000184	1.0	1.6572325000001011	62.36686101047003
0.0	5.6000000000000005	0.0	0.3013150000000184	1.0	1.6873640000001031	62.788814615364295
0.0	5.7	0.0	0.3013150000000184	1.0	1.7174955000001049	63.20141100509784
0.0	5.800000000000001	0.0	0.3013150000000184	1.0	1.7476270000001068	63.604958023779744
0.0	5.9	0.0	0.3013150000000184	1.0	1.7777585000001086	63.99975015826751
0.0	6.0	0.0	0.3013150000000184	1.0	1.8078900000001101	64.38606925485112
0.0	6.1000000000000005	0.0	0.3013150000000184	1.0	1.8380215000001123	64.76418519028273
0.0	6.2	0.0	0.3013150000000184	1.0	1.8681530000001139	65.13435650050884
0.0	6.300000000000001	0.0	0.3013150000000184	1.0	1.898284500000116	65.49683097018391
0.0	6.4	0.0	0.3013150000000184	1.0	1.9284160000001176	65.85184618578919
0.0	6.5	0.0	0.3013150000000184	1.0	1.9585475000001193	66.19963005495231
0.0	6.6000000000000005	0.0	0.3013150000000184	1.0	1.9886790000001213	66.54040129435248
0.0	6.7	0.0	0.3013150000000184	1.0	2.0188105000001233	66.87436988840606
0.0	6.800000000000001	0.0	0.3013150000000184	1.0	2.048942000000125	67.20173752075445
0.0	6.9	0.0	0.3013150000000184	1.0	2.079073500000127	67.52269798041655
0.0	7.0	0.0	0.3013150000000184	1.0	2.1092050000001286	67.83743754432535
0.0	7.1000000000000005	0.0	0.3013150000000184	1.0	2.1393365000001308	68.14613533783465
0.0	7.2	0.0	0.3013150000000184	1.0	2.1694680000001325	68.44896367466217
0.0	7.300000000000001	0.0	0.3013150000000184	1.0	2.1995995000001343	68.74608837762483
0.0	7.4	0.0	0.3013150000000184	1.0	2.229731000000136	69.03766908142016
0.0	7.5	0.0	0.3013150000000184	1.0	2.2598625000001378	69.32385951861596
0.0	7.6000000000000005	0.0	0.3013150000000184	1.0	2.28999400000014	69.60480778992431
0.0	7.7	0.0	0.3013150000000184	1.0	2.3201255000001417	69.88065661975858
0.0	7.800000000000001	0.0	0.3013150000000184	1.0	2.3502570000001435	70.15154359799988
0.0	7.9	0.0	0.3013150000000184	1.0	2.3803885000001452	70.41760140883342
0.0	8.0	0.0	0.3013150000000184	1.0	2.410520000000147	70.67895804745443
0.0	8.1	0.0	0.3013150000000184	1.0	2.4406515000001487	70.9357370253873
0.0	8.200000000000001	0.0	0.3013150000000184	1.0	2.470783000000151	71.18805756510976
0.0	8.3	0.0	0.3013150000000184	1.0	2.5009145000001527	71.43603478462681
0.0	8.4	0.0	0.3013150000000184	1.0	2.5310460000001545	71.67977987259422
0.0	8.5	0.0	0.3013150000000184	1.0	2.561177500000156	71.91940025455187
0.0	8.6	0.0	0.3013150000000184	1.0	2.591309000000158	72.15499975078848
0.0	8.700000000000001	0.0	0.3013150000000184	1.0	2.62144050000016	72.38667872632574
0.0	8.8	0.0	0.3013150000000184	1.0	2.651572000000162	72.61453423347655
0.0	8.9	0.0	0.3013150000000184	1.0	2.6817035000001637	72.83866014740308
0.0	9.0	0.0	0.3013150000000184	1.0	2.7118350000001654	73.05914729507224
0.0	9.1	0.0	0.3013150000000184	1.0	2.741966500000167	73.27608357798084
0.0	9.200000000000001	0.0	0.3013150000000184	1.0	2.7720980000001694	73.48955408899887
0.0	9.3	0.0	0.3013150000000184	1.0	2.802229500000171	73.69964122365694
0.0	9.4	0.0	0.3013150000000184	1.0	2.832361000000173	73.9064247861839
0.0	9.5	0.0	0.3013150000000184	1.0	2.8624925000001746	74.10998209058128
0.0	9.600000000000001	0.0	0.3013150000000184	1.0	2.892624000000177	74.31038805700334
0.0	9.700000000000001	0.0	0.3013150000000184	1.0	2.9227555000001786	74.5077153036952
0.0	9.8	0.0	0.3013150000000184	1.0	2.9528870000001803	74.7020342347263
0.0	9.9	0.0	0.3013150000000184	1.0	2.983018500000182	74.89341312374134
0.0	10.0	0.0	0.3013150000000184	1.0	3.013150000000184	75.08191819393856
0.0	10.100000000000001	0.0	0.3013150000000184	1.0	3.043281500000186	75.26761369447183
0.0	10.200000000000001	0.0	0.3013150000000184	1.0	3.073413000000188	75.45056197346172
0.0	10.3	0.0	0.3013150000000184	1.0	3.1035445000001896	75.63082354779011
0.0	10.4	0.0	0.3013150000000184	1.0	3.1336760000001913	75.8084571698422
0.0	10.5	0.0	0.3013150000000184	1.0	3.163807500000193	75.98351989135057
0.0	10.600000000000001	0.0	0.3013150000000184	1.0	3.1939390000001953	76.15606712448718
0.0	10.700000000000001	0.0	0.3013150000000184	1.0	3.224070500000197	76.32615270034074
0.0	10.8	0.0	0.3013150000000184	1.0	3.2542020000001988	76.49382892490875
0.0	10.9	0.0	0.3013150000000184	1.0	3.2843335000002005	76.65914663272704
0.0	11.0	0.0	0.3013150000000184	1.0	3.3144650000002023	76.82215523825195
0.0	11.100000000000001	0.0	0.3013150000000184	1.0	3.3445965000002045	76.98290278510439
0.0	11.200000000000001	0.0	0.3013150000000184	1.0	3.3747280000002062	77.14143599327883
0.0	11.3	0.0	0.3013150000000184	1.0	3.404859500000208	77.29780030441486
0.0	11.4	0.0	0.3013150000000184	1.0	3.4349910000002097	77.452039925223
0.0	11.5	0.0	0.3013150000000184	1.0	3.4651225000002115	77.60419786915247
0.0	11.600000000000001	0.0	0.3013150000000184	1.0	3.4952540000002137	77.75431599638301
0.0	11.700000000000001	0.0	0.3013150000000184	1.0	3.5253855000002154	77.90243505221925
0.0	11.8	0.0	0.3013150000000184	1.0	3.555517000000217	78.0485947039611
0.0	11.9	0.0	0.3013150000000184	1.0	3.585648500000219	78.19283357632074
0.0	12.0	0.0	0.3013150000000184	1.0	3.6157800000002203	78.33518928545224
0.0	12.100000000000001	0.0	0.3013150000000184	1.0	3.645911500000223	78.47569847165725
